,uid,source,SQN,text,origin,entity,start_char,end_char,class,subclass,ner_type,links
66,496010144644603904,twitter,0,Better than how the Ninja Turtles look in the new movie httptcohE5nKGx7LX,,Teenage Mutant Ninja Turtles 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/talkhoops/status/496010144644603904
67,496009636374667264,twitter,0,The One I Love by Charlie McDowell Im obsessed with the movie people Check it out or risk missing a great one httpstcou3hUdjxOgK,,The One I Love 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/MsSarahPaulson/status/496009636374667264
68,495993802834726912,twitter,0,Looks like my summer vacation will be seeing the James Brown movie today Those drumheads better be periodcorrect or that theatercar wash,,Get on Up 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/jonwurster/status/495993802834726912
69,496027434240974848,twitter,0,WhatTheFFacts Rob Lowe starred in a movie as the coach of hockey team of traditional Sikhs httptcobXyjjXPr9JAliDavies89,,Breakaway 282011 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/Dan_wills86/status/496027434240974848
70,496010987196018688,twitter,0,I nominate James Gunn to go back in time and direct the new Ninja Turtles Movie,,Teenage Mutant Ninja Turtles 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/TheRossEverett/status/496010987196018688
71,495388574226059264,twitter,0,Chadwick Boseman became James Brown wsome movie magic See 31 awesome movie transformations httptco0DDMVQszfm httptcoh6fhoNNCtR,,Get on Up 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/CNN/status/495388574226059264
72,495778779567226880,twitter,0,I feel a little bad for Chris Pratt He made himself all buff and spent most of the movie with his shirt on,,Guardians of the Galaxy 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/lartist/status/495778779567226880
73,495433295975706624,twitter,0,Tilda Swintons name on a poster has become an endorsement This movie will be at least worth discussing,,The Grand Budapest Hotel,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/mattzollerseitz/status/495433295975706624
74,495325427893010433,twitter,0,Since the movie is rated PG13 James Brown only gets on up like a kiss machine,,Get on Up 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/B_Hay/status/495325427893010433
75,495415151462346752,twitter,0,Kevin Costner did not dance with one wolf in that fuckin movie,,Dances with Wolves,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/Thomas_Lull/status/495415151462346752
76,496029430465429504,twitter,0,LOL RT Wayno119 Whose fuck shit idea was it to out Selena Gomez amp Ethan Hawke in a movie together,,Getaway 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/thejarrettshow/status/496029430465429504
77,496017701757014016,twitter,0,FB is full of those challenge videos Fire challenge Watch a Tyler Perry movie without throwing up at the bad acting challenge,,The Single Moms Club,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/NeekGoBacon/status/496017701757014016
78,495798015501025280,twitter,0,RT Kimberlychanel Crying to a Tyler perry movie just isnt life on a Saturday night httptcol3QxqUpmD9,,The Single Moms Club,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/DNickz2600GWOOD/status/495798015501025280
79,495794102806802432,twitter,0,infinitemadness I want to see Zach Braffs new movie Wish I Was Here first then see movie after,,Wish I Was Here,52,67,Work,Movie,WORK_OF_ART,https://twitter.com/joeypadron/status/495794102806802432
80,495984554084433921,twitter,0,LOL RT insanityreport Lmao no trees or raccoons were hurt in the making of this movie,,Guardians of the Galaxy 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/ShinobiAFC/status/495984554084433921
81,496116374788251649,twitter,0,DC Wonder Woman is too complex for a movie Marvel We just made 100m on a movie featuring a talking raccoon and a walking tree In space,,Guardians of the Galaxy 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/odannyboy/status/496116374788251649
82,497427431146668032,twitter,0,OMG I think Im gonna cry with the Stephen Hawking movie Eddie Redmayne will be Stephen Hawking and David Thewlis is here as well,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/Maya988/status/497427431146668032
83,498036715009765376,twitter,0,httptcodiiC7QjvI4 gtgt A movie about Stephen Hawking starring Eddie Redmayne and David Thewlis I definitely will watch this,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/ChristyTehja_K/status/498036715009765376
84,497894816299384832,twitter,0,Eddie Redmayne playing Stephen Hawking in a movie with Harry Lloyd and David Thewlis,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/kingsandthieves/status/497894816299384832
85,497373545207713792,twitter,0,But seriously that Eddie Redmayne Stephen Hawking movie has Oscar written all over it,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/Scamandalous/status/497373545207713792
86,500721231419936769,twitter,0,Could This Be the Movie That Will Finally Make Me Care About Eddie Redmayne Hint maybe httptcopJGeXBFamP httptcoWVxjXVxGHw,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/ReelTalker/status/500721231419936769
87,498362597503406080,twitter,0,Movie about Stephen Hawkings played by Eddie Redmayne life and his battle with ALS httptcogjq5xfQWi5 Tragic beautiful,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/gvssr/status/498362597503406080
88,499735072766177280,twitter,0,Eddie Redmayne is playing Stephen Hawkins in a new movie It looks incredible,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/Shelby_Delaine/status/499735072766177280
89,497683757877694464,twitter,0,First Look Eddie Redmayne In Hawking Biopic This looks incredible httptcoj5EnLxyDla,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/LlandyllGove/status/497683757877694464
90,497789943746293760,twitter,0,I wanna see this gt The Powerful New Trailer for the Stephen Hawking Biopic httptcoXYGAJP6Q5K via MicNews,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/themaria/status/497789943746293760
91,497139344445280256,twitter,0,Want to cry Watch the trailer for this new Stephen Hawking movie httptcolmd9TCTUCV httptcovbVLCdKoez,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/HuffPostTech/status/497139344445280256
92,500384914621992964,twitter,0,Cant wait for the new Stephen Hawking movie that focuses on what the mans known for his love life,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/maddoxrules/status/500384914621992964
93,497443574716182528,twitter,0,A Sneak Preview of the new Stephen Hawking movie httptcoFtWjvbvbXk httptcoSPgn89q0DQ,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/pickover/status/497443574716182528
94,497145913895550976,twitter,0,Wow have you seen the new Stephen Hawking movie trailer Inspiring maybe cheesy but INSPIRING httptcoXG0djtLSiG,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/MarsDorian/status/497145913895550976
95,499654242005549057,twitter,0,Stephen Hawking movie trailer teases romance tragedy httptcoHHJO1VwPOe,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/AlisonLyke/status/499654242005549057
96,499351624607744000,twitter,0,That Stephen Hawking movie might make my scientific allergies act up,,The Theory of Everything 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/iN3RT_/status/499351624607744000
97,501508235237814272,twitter,0,if seth macfarlane wrote this entire movie just so he could kiss charlize theron well i guess i can forgive him for how much it sucks,,A Million Ways to Die in the West,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/vrunt/status/501508235237814272
98,501049738612199426,twitter,0,A great movie Seth MacFarlane did an awesome job Stupidly funny insanely humorous and childishly dirty in a httptcoZRYCNRmczX,,A Million Ways to Die in the West,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/rohanch2010/status/501049738612199426
99,496105795709591552,twitter,0,This movie reminds me of how far Seth Macfarlane has fell from grace while simultaneously reminding me how he used to be funny,,A Million Ways to Die in the West,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/AJDWPhantom/status/496105795709591552
100,498542081875640320,twitter,0,Trailer for new Nicholas Sparks movie is a giant cryfest duh httptcosx3SgWPwpf,,The Best of Me 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/HuffingtonPost/status/498542081875640320
101,499642405029953536,twitter,0,Its been more than a year since Hollywood gave us a Nicholas Sparks movie so were right about due for another httptco5DFGyKxWIU,,The Best of Me 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/nypost/status/499642405029953536
102,498643981002350592,twitter,0,So sharp Roma is RT RomaDash Every time i lose a bookmark a Nicholas Sparks movie comes to life,,The Best of Me 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/DeliaCabe/status/498643981002350592
103,499709343340969985,twitter,0,A Nicholas Sparks movie trailer just made me tear up Time to get rid of this uterus,,The Best of Me 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/kevermantweets/status/499709343340969985
104,500405531379765248,twitter,0,Sorry Im not sorry about being excited for a new Nicholas Sparks movie Ive never read his books but love those sappy movies,,The Best of Me 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/scarls17/status/500405531379765248
105,499964285993648130,twitter,0,lool whites hate those cunts more after seeing that Steve McQueens movie,,12 Years a Slave 28film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/xhenghun_xiao/status/499964285993648130
106,500652301741084673,twitter,0,aimankhan s He is looking hot but the movie looks awful Looks like a typical Farah Khan movie,,Happy New Year 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/deep_ika/status/500652301741084673
107,500666651788853250,twitter,0,SRK is a very brave man It must be really very hard for him to convince himself to work in a Farah Khan Movie after disastrous TeesMaarKhan,,Happy New Year 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/ChetanBhugat/status/500666651788853250
108,499933575710404608,twitter,0,Thabish7 u cant expect Farah khan movie to be gud both sajid n Farah khan siblings are competing wholl do worst film,,Happy New Year 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/shramik123/status/499933575710404608
109,500052433951662081,twitter,0,Life is too short to be wasted on a Farah Khan movie,,Happy New Year 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/bhibhek/status/500052433951662081
110,499965491813699584,twitter,0,Another Shahrukh and Farah Khan movie No thank you Id like a ticket to Nigeria I hear the Ebola virus is quite massive this time around,,Happy New Year 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/UdaniKnows/status/499965491813699584
111,501374745942564865,twitter,0,Just when u think that everything is fine now Farah Khan releases another movie,,Happy New Year 282014 film29,-1,-1,Work,Movie,WORK_OF_ART,https://twitter.com/ChetanBhugat/status/501374745942564865
112,498986574651342848,twitter,0,PaulFidalgo videosawyer the more i think about it the only true religion is nihilism life is like one long Tom Perrotta book,,The Leftovers novel,-1,-1,Work,Book,WORK_OF_ART,https://twitter.com/YoureSoShain/status/498986574651342848
113,500786031042387968,twitter,0,Just began reading a new book thats been on my TBR list for a while now The author Tom Perrotta is new to me httptcoDDLPUTErLS,,The Leftovers novel,-1,-1,Work,Book,WORK_OF_ART,https://twitter.com/ZadaKent/status/500786031042387968
114,503901879223713792,twitter,0,if i were jay gatsby the book would have been hella different because i would have turned into howard hughes immediately,,The Great Gatsby,-1,-1,Work,Book,WORK_OF_ART,https://twitter.com/the_blueprint/status/503901879223713792
