,uid,source,SQN,text,origin,entity,start_char,end_char,class,subclass,ner_type,links
80,953778882796277760,twitter,0,I ran into Phillip Dorsett today in the Pats locker room One of the first things he asked me Is Andrew gonna be ok I believe my answer was I think so Lets hope Im right,,Phillip Dorsett,11,26,Person,Athlete,PERSON,https://twitter.com//HolderStephen/status/953778882796277760
81,953778862277578752,twitter,0,Neymar is an incredible player but one I will never admire as a person Its just great to see him pull off tricks and score worldies httpstcoCAsrBXg8Tr,,Neymar,0,6,Person,Athlete,PERSON,https://twitter.com//OwnNutmeg/status/953778862277578752
82,953778814428958720,twitter,0,Greetings from Miami Beach Im tagging along with Larry Cole on a business trip feeling carefree,,Larry Cole,49,59,Person,Athlete,PERSON,https://twitter.com//baywaggers/status/953778814428958720
83,953778767155122176,twitter,0,bkarbour ChrisVannini TheAthleticCFB FAUOWLACCESS I think Charlie Weis Sr is the one laughing all these yearsall the way to the bank as the man knew how to get PAIDI bet hes doing just fine,,Charlie Weis,58,70,Person,Athlete,PERSON,https://twitter.com//zlpaschal/status/953778767155122176
84,953778832439500801,twitter,0,What a cunt neymar is httpstcoCcAUUihvGZ,,Neymar,-1,-1,Person,Athlete,PERSON,https://twitter.com//smoggy_1986/status/953778832439500801
85,953778826525511682,twitter,0,Hartford breaks the 00 tie but 2 goals from Eriks Ziedins give Harwood a 21 lead after 2 periods vthshockey,,Mris Ziedi,-1,-1,Person,Athlete,PERSON,https://twitter.com//Harwood_AD/status/953778826525511682
86,953778817511731201,twitter,0,Nice to see James Yap with a solid game for RoS Still think RoS lost that LeeYap trade Name value sure they got a major endorser on court no,,James Yap,12,21,Person,Athlete,PERSON,https://twitter.com//kilikilishot/status/953778817511731201
87,953778816073203714,twitter,0,Some are saying Chris Paul couldnt have been acting as a peacemaker since he showed Trevor Ariza and Gerald Green the secret tunnel but keep in mind Ariza played on the Lakers for 2 years He knows STAPLES Center well too Maybe Paul WAS back there but trying to stop them,,Chris Paul,16,26,Person,Athlete,PERSON,https://twitter.com//AlexKennedyNBA/status/953778816073203714
88,953778814428958720,twitter,0,Greetings from Miami Beach Im tagging along with Larry Cole on a business trip feeling carefree,,Larry Cole,49,59,Person,Athlete,PERSON,https://twitter.com//baywaggers/status/953778814428958720
89,953778813644820480,twitter,0,FunniestShowEver Mike Baxter is my spirit animal Will there be a season 7 anywhere ofctimallen,,,0,0,Person,Athlete,PERSON,https://twitter.com//bclark334/status/953778813644820480
90,953778806803910656,twitter,0,Steel Curtain4 Munchak should be the Head Coach Getting really tired of Mikes arrogant attitude when he is questioned about a totally ignorant call on the field which he has done multiple times in the last few weeks,,,0,0,Person,Athlete,PERSON,https://twitter.com//ironcitypat/status/953778806803910656
91,953778799107289089,twitter,0,One of my old friends back in the day said Big Pun sounds like Rick Steiner in Still not a player and now I cant unhear it,,Rick Steiner,63,75,Person,Athlete,PERSON,https://twitter.com//ttownmike/status/953778799107289089
92,953778795865104392,twitter,0,LilMissNYJet Not magic and Ive already said twice Haley is a good coach and an upgrade for sure However coaching HOF talent helps I think Phil Jackson is an amazing coach Didnt hurt he had MJ and Kobe I hope Haley does great But we better get him a QB,,Phil Jackson,138,150,Person,Athlete,PERSON,https://twitter.com//E2TheWC/status/953778795865104392
93,953778791737888768,twitter,0,In a press briefing the Presidents physician said hes 63 and 239 pounds Albert Pujols is 63 and 240 httpstcoPbpisAWXxW,,Albert Pujols,72,85,Person,Athlete,PERSON,https://twitter.com//RealBillyDale/status/953778791737888768
94,953778791498829825,twitter,0,theangryblue FA Willian I agree Hes got hands on Morata At a push you could argue he is being pulled back But he falls forward Its a shocking dive,,,0,0,Person,Athlete,PERSON,https://twitter.com//ChrisTwigger2/status/953778791498829825
95,953778788747431936,twitter,0,EricOnSportsLaw TSN1200 I think the Tonya Harding love is because there is a Margot Robbie movie out about her,,Tonya Harding,36,49,Person,Athlete,PERSON,https://twitter.com//freiherrKvK/status/953778788747431936
96,953778912961683456,twitter,0,Drake or Kendrick or cole Mhmm i love drake but lyrically i would go with cole i like kendrick too but im just more into cole httpstcoLXwRx6GVoB,,Drake musician,-1,-1,Person,Rapper,PERSON,https://twitter.com//itsyanssss/status/953778912961683456
97,953778724838789123,twitter,0,New Photos Of Drakes 21000 SquareFoot Toronto Mansion httpstcoAsiIDXoCFn httpstcoBKspzikBdY,,Drake musician,-1,-1,Person,Rapper,PERSON,https://twitter.com//953FreshRadio/status/953778724838789123
98,953777680603860993,twitter,0,Listen to Drake Freak In You Remix Partynextdoor Prod G Ry Neenyo TopFlr by DRAKE np on SoundCloud httpstcoThauuntB7u,,Drake musician,-1,-1,Person,Rapper,PERSON,https://twitter.com//_IkeLove_/status/953777680603860993
99,953767926594658304,twitter,0,There is NO ONE on planet earth that makes me feel the way Drake makes me feel when I listen to his music,,Drake musician,-1,-1,Person,Rapper,PERSON,https://twitter.com//passit2hannah/status/953767926594658304
100,953778732556275712,twitter,0,Michael Jackson Smooth Criminal,,Michael Jackson,0,15,Person,MusicalArtist,PERSON,https://twitter.com//IntRadioHits/status/953778732556275712
101,953778695302533120,twitter,0,Michael Jackson Xscape World Tour Live in Portugal Wanna be starting Something HQ httpstco98fMB5GFV7 a travs de YouTube,,Michael Jackson,0,15,Person,MusicalArtist,PERSON,https://twitter.com//AngelJackson92/status/953778695302533120
102,953778321753608192,twitter,0,Anthony Vincent Jared Dines Collaborate to Add Korn Style to Pop Songs Metal Style to Michael Jackson Songs httpstco7zvtWAsrv1,,Michael Jackson,86,101,Person,MusicalArtist,PERSON,https://twitter.com//JohnnyRokker/status/953778321753608192
103,953777660190011392,twitter,0,And i dont want to said it but she said for that ten years only Michael Jackson and Whitney Houston is the artist that get to play their music there and now EXO is the third artist and only asian got the big opportunity to have it FirstKpopEver,,Michael Jackson,64,79,Person,MusicalArtist,PERSON,https://twitter.com//exos_aeri/status/953777660190011392
104,953777595098607616,twitter,0,Michael Jacksons daughter Paris is so bad Her eyes,,Michael Jackson,0,15,Person,MusicalArtist,PERSON,https://twitter.com//young_p0ppa/status/953777595098607616
105,953741603121909760,twitter,0,Play Bad by Michael Jackson on your record player for only 11 httpstco4UUYA9AZyF,,Michael Jackson,12,27,Person,MusicalArtist,PERSON,https://twitter.com//ThrifterDaily/status/953741603121909760
106,953778324416983040,twitter,0,BrownSkin Chica Yes the bitch ass rapper i was dissing him amp Eminems album httpstcoPTarwoM3gl,,Eminem,63,69,Person,MusicalArtist,PERSON,https://twitter.com//PoppinEmpire/status/953778324416983040
107,953777352185491456,twitter,0,Great song Great album The eminem track is crazy lol I pink realmusic truestory httpstcobZJf3itXLb,,Eminem,-1,-1,Person,MusicalArtist,PERSON,https://twitter.com//djizzyrock/status/953777352185491456
108,953774643151851523,twitter,0,Why is Eminems part on the Chlorospetic remix better than his whole album,,Eminem,7,13,Person,MusicalArtist,PERSON,https://twitter.com//destinynashh/status/953774643151851523
109,953762670192349184,twitter,0,Eminem Hits Fourth Week in Top Ten Albums Diana Ross Gets Her Sixth Dance Number One httpstcosmzQ0ZxGZv,,Eminem,0,6,Person,MusicalArtist,PERSON,https://twitter.com//VVNMusic/status/953762670192349184
110,953755898480087040,twitter,0,What did you think of Eminems verse on the chloraseptic remix waay better than the entirety of his garbage album one of his best verses since relapsethis i httpstco7YwY6aa8bx,,Eminem,22,28,Person,MusicalArtist,PERSON,https://twitter.com//yasser_abdlgwad/status/953755898480087040
111,953763864771989504,twitter,0,Lemon by NERD amp Rihanna from the album NO ONE EVER REALLY DIES,,Rihanna,18,25,Person,MusicalArtist,PERSON,https://twitter.com//RDRPlaylist/status/953763864771989504
112,953729016434917378,twitter,0,to be fair though i found rihannas good girl gone bad album for 12 and ive never seen that vinyl so cheap before so i had to,,Rihanna,-1,-1,Person,MusicalArtist,PERSON,https://twitter.com//NIAMH_SYGROVE/status/953729016434917378
113,953361356698341377,twitter,0,I added a video to a YouTube playlist httpstcojhTITX0fJ4 Wiz Khalifa Rooftops feat Curreny Rolling Papers Leaked Album,,Wiz Khalifa,57,68,Person,MusicalArtist,PERSON,https://twitter.com//mannie_styles/status/953361356698341377
114,953261660055265280,twitter,0,If your a Berner fan listen to his new album The Big Pescado Featuring Wiz Khalifa The Game Pusha T Jeremiah and among he also said his mom pass away so Im sorry about that my condolences to him Gucci savage,,Wiz Khalifa,71,82,Person,MusicalArtist,PERSON,https://twitter.com//kundrat33/status/953261660055265280
